ID	MP Name	Nature of membership	Start of Term	End of Term	Number of terms	Constituency	State	Political party	Gender	Educational qualifications	Educational qualifications - details	Age	Debates	Private Member Bills	Questions	Attendance	Notes	National Debates average	National Private Member Bills average	National Questions average	National Attendance average	State's Debates average	State's Private Member Bills average	State Questions	State's Attendance average		House
1191	Prem Singh Chandumajra	Elected	Sunday, May 18, 2014	In office	Third	Anandpur Sahib	Punjab	Shiromani Akali Dal	Male	Post Graduate	M.A. (Economics), M.A. (Political Science) Educated at P. B. University Patiala	69	188	0	435	85%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.6	1.2	135	68%		Lok Sabha
1192	Pritam Gopinath Munde	Elected	Sunday, October 19, 2014	In office	First	Beed	Maharashtra	Bharatiya Janata Party	Female	Professional Graduate	MBBS, D.Y. Patil Institute, Navi Mumbai	36	32	0	454	53%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	61.9	2.2	275	80	64.1	4.6	569	78%		Lok Sabha
1193	Priyanka Singh Rawat	Elected	Sunday, May 18, 2014	In office	First	Barabanki	Uttar Pradesh	Bharatiya Janata Party	Female	Post Graduate	M.A. (Political Science), Mass Communication in Electronic Media in Journalism.	33	34	0	0	83%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1194	Purno Agitok Sangma	Elected	Sunday, May 18, 2014	Friday, March 4, 2016	Ninth	Tura	Meghalaya		Male	Post Graduate	B.A. (Hons.), M.A., LL.B. Educated at St. Anthonys College, Shillong and Dibrugarh University (Assam)	71	4	0	3	75%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	27.2	0.9	119	80	8.6	2.2	61	72%		Lok Sabha
1195	Pushpendra Singh Chandel	Elected	Sunday, May 18, 2014	In office	First	Hamirpur	Uttar Pradesh	Bharatiya Janata Party	Male	Post Graduate	MA, LLB	45	1884	26	492	97%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1196	R. Gopalakrishnan	Elected	Sunday, May 18, 2014	In office	First	Madurai	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Graduate	B.Com.	50	29	0	445	80%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1197	R. Parthipan	Elected	Sunday, May 18, 2014	In office	First	Theni	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Graduate	B.A. Degree	55	23	0	351	81%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1198	R. Radhakrishnan	Elected	Sunday, May 18, 2014	In office	First	Puducherry	Puducherry	All India N.R. Congress	Male	Professional Post Graduate	B.Com., M.B.A.	47	9	0	11	59%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	9	0	11	59%		Lok Sabha
1199	R. Vanaroja	Elected	Sunday, May 18, 2014	In office	First	Tiruvannamalai	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Female	Post Graduate	M.A., B.Ed.	60	52	0	394	78%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1200	R.K. Bharathi Mohan	Elected	Sunday, May 18, 2014	In office	First	Mayiladuthurai	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Diploma Course	Diploma Course	51	51	0	317	83%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1201	R.P. Marutharajaa	Elected	Sunday, May 18, 2014	In office	First	Perambalur	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Post Graduate	M.Sc.	56	19	0	252	72%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1202	Rabindra Kumar Jena	Elected	Sunday, May 18, 2014	In office	First	Balasore	Odisha	Biju Janata Dal	Male	Professional Post Graduate	M.B.A.	51	345	20	516	96%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	67.1	3.7	218	82%		Lok Sabha
1203	Radha Mohan Singh	Elected	Sunday, May 18, 2014	In office	Fifth	Purvi Champaran	Bihar	Bharatiya Janata Party	Male	Graduate	B.A.; Educated at M.S. College, Bihar University, Motihari, Bihar	69	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1204	Radheshyam Biswas	Elected	Sunday, May 18, 2014	In office	First	Karimganj	Assam	All India United Democratic Front	Male	Under Graduate	Under Graduate	64	68	0	234	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0.8	164	74%		Lok Sabha
1205	Raghav Lakhanpal	Elected	Sunday, May 18, 2014	In office	First	Saharanpur	Uttar Pradesh	Bharatiya Janata Party	Male	Professional Post Graduate	M.B.A.	44	58	5	358	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
542519	Raghu Sharma	Elected	Monday, February 5, 2018	Friday, December 21, 2018	First	Ajmer	Rajasthan	Indian National Congress	Male	Doctorate	Ph.D	64	9	0	17	87%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	7.1	0.3	48	80	9.9	0	56	88%		Lok Sabha
1206	Rahul Gandhi	Elected	Sunday, May 18, 2014	In office	Third	Amethi	Uttar Pradesh	Indian National Congress	Male	Post Graduate	M.Phil. (Development Economics); Educated at Trinity College, Cambridge University (UK) .	48	14	0	0	52%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1207	Rahul Kaswan	Elected	Sunday, May 18, 2014	In office	First	Churu	Rajasthan	Bharatiya Janata Party	Male	Graduate	B.Com., PGDM	42	123	0	460	95%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	138.2	3.8	390	88%		Lok Sabha
1208	Rahul Ramesh Shewale	Elected	Sunday, May 18, 2014	In office	First	Mumbai-South-Central	Maharashtra	Shiv Sena	Male	Diploma Course	Diploma (Civil Engineering)	45	208	8	845	94%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1209	Raj Kumar Saini	Elected	Sunday, May 18, 2014	In office	First	Kurukshetra	Haryana	Bharatiya Janata Party	Male	Graduate	Graduate	65	23	0	57	83%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	60.6	3.1	262	85%		Lok Sabha
1210	Raj Kumar Singh	Elected	Sunday, May 18, 2014	In office	First	Arrah	Bihar	Bharatiya Janata Party	Male	Professional Graduate	B.A. LL.B	66	18	0	47	97%	This MP was appointed a minister in Sep 2017. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 11th Aug, 2017. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	54.5	1.6	217	80	48.9	2.5	150	87%		Lok Sabha
1211	Rajan Baburao Vichare	Elected	Sunday, May 18, 2014	In office	First	Thane	Maharashtra	Shiv Sena	Male	Inter/ Higher Secondary	Inter/Higher Secondary	57	53	0	505	78%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1212	Rajeev Shankarrao Satav	Elected	Sunday, May 18, 2014	In office	First	Hingoli	Maharashtra	Indian National Congress	Male	Post Graduate	B.Sc, M.A., LL.B	44	205	23	1118	81%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1213	Rajen Gohain	Elected	Sunday, May 18, 2014	In office	Fourth	Nawgong	Assam	Bharatiya Janata Party	Male	Professional Graduate	B.A., LL.B.; Educated at Anandaram Dhekial Phukan College, Nagaon and Jalukbari, Gauhati University, Guwahati (Assam)	68	8	0	23	68%	This MP was appointed a minister in July 2016. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 11th May, 2016. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	35.4	1	137	80	24.9	0	70	74%		Lok Sabha
1214	Rajendra Agrawal	Elected	Sunday, May 18, 2014	In office	Second	Meerut	Uttar Pradesh	Bharatiya Janata Party	Male	Post Graduate	M.Sc. (Physics); Educated at M.M. (P.G.) College, Modi Nagar, Ghaziabad	69	172	8	298	98%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
625824	Rajendra Dhedya Gavit	Elected	Thursday, May 31, 2018	In office	First	Palghar	Maharashtra	Bharatiya Janata Party	Male	Information not available	Information not available	52	0	0	8	68%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	8.9	0.5	40	80	10.3	1.2	90	78%		Lok Sabha
1215	Rajesh Kumar Diwaker	Elected	Sunday, May 18, 2014	In office	First	Hathras	Uttar Pradesh	Bharatiya Janata Party	Male	Graduate	Graduate	48	8	0	271	99%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1216	Rajesh Pandey Urf Guddu	Elected	Sunday, May 18, 2014	In office	First	Khushi Nagar	Uttar Pradesh	Bharatiya Janata Party	Male	Post Diploma Course	P.G.D.B.A. educated at Institute of Productivity and Management, Lucknow (U.P.)	59	9	2	138	93%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1217	Rajesh Ranjan @ Pappu Yadav	Elected	Sunday, May 18, 2014	In office	Fifth	Madhepura	Bihar	Rashtriya Janata Dal	Male	Graduate	B.A.	51	228	22	331	75%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1218	Rajesh Verma	Elected	Sunday, May 18, 2014	In office	Third	Sitapur	Uttar Pradesh	Bharatiya Janata Party	Male	Post Graduate	M.A. (Economics) Educated at Lucknow University, Lucknow and Kanpur University, Kanpur (Uttar Pradesh)	58	15	0	244	85%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1219	Rajiv Pratap Rudy	Elected	Sunday, May 18, 2014	In office	Third	Saran	Bihar	Bharatiya Janata Party	Male	Post Graduate	B.A. (Hons.) (Eco.), M.A. (Eco.), LL.B., Commercial Pilot Licence Educated at St. Michaels High School, Patna (Bihar), Government College and Panjab University, Chandigarh	56	14	6	141	87%	This MP was a minister between Nov 2014 to Aug 2017. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 14th Aug 2014 and from Sep 2017. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	17.7	0.8	95	80	17.4	0.9	65	87%		Lok Sabha
1220	Rajnath Singh	Elected	Sunday, May 18, 2014	In office	Second	Lucknow	Uttar Pradesh	Bharatiya Janata Party	Male	Post Graduate	M.Sc. (Physics); Educated at Gorakhpur University, Uttar Pradesh	67	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1221	Raju Shetti	Elected	Sunday, May 18, 2014	In office	Second	Hatkanangle	Maharashtra	Swabhimani Paksha	Male	Diploma Course	D.M.E.; Educated at J. J. Magdum Polytechnic, Jaysingpur, Distt. Kolhapur, Maharashtra	51	53	5	456	78%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1222	Rajveer Singh (Raju Bhaiya)	Elected	Sunday, May 18, 2014	In office	First	Etah	Uttar Pradesh	Bharatiya Janata Party	Male	Professional Graduate	B.A., LL.B.	59	14	0	20	79%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1223	Rajyavardhan Singh Rathore	Elected	Sunday, May 18, 2014	In office	First	Jaipur Rural	Rajasthan	Bharatiya Janata Party	Male	Graduate	B.A	49	1	0	6	94%	This MP was appointed a minister in Nov 2014. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 14th Aug, 2014. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	5.2	0.1	18	80	9	0.3	23	88%		Lok Sabha
1224	Rakesh Singh	Elected	Sunday, May 18, 2014	In office	Third	Jabalpur	Madhya Pradesh	Bharatiya Janata Party	Male	Graduate	B.Sc.; Educated at Government Science College, Jabalpur	56	38	7	269	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	69.4	0.9	285	82%		Lok Sabha
1225	Raksha Nikhil Khadase	Elected	Sunday, May 18, 2014	In office	First	Raver	Maharashtra	Bharatiya Janata Party	Female	Graduate	B.Sc (Computer Science)	31	52	0	493	74%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1226	Ram Chandra Paswan	Elected	Sunday, May 18, 2014	In office	Third	Samastipur	Bihar		Male	Matric	Matriculate	57	2	0	3	80%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1227	Ram Charitra Nishad	Elected	Sunday, May 18, 2014	In office	First	Machhlishahr	Uttar Pradesh	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Inter-mediate	54	22	0	563	97%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1228	Ram Kripal Yadav	Elected	Sunday, May 18, 2014	In office	Fourth	Pataliputra	Bihar	Bharatiya Janata Party	Male	Professional Graduate	B.A.(Hons.), LL.B. ; Educated at Magadh University, Patna (Bihar)	61	19	0	1	91%	This MP was appointed a minister in Nov 2014. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 14th Aug, 2014. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	5.2	0.1	18	80	7.6	0.3	17	87%		Lok Sabha
1229	Ram Kumar Sharma	Elected	Sunday, May 18, 2014	In office	First	Sitamarhi	Bihar	Rashtriya Lok Samta Party	Male	Post Graduate	M.A.	55	27	0	205	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1248	Ram Mohan Naidu Kinjarapu	Elected	Sunday, May 18, 2014	In office	First	Srikakulam	Andhra Pradesh	Telugu Desam Party	Male	Professional Post Graduate	M.B.A	31	98	1	444	93%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.3	0.6	257	76%		Lok Sabha
1230	Ram Prasad Sarmah	Elected	Sunday, May 18, 2014	In office	First	Tezpur	Assam	Bharatiya Janata Party	Male	Professional Graduate	B.A., LL.B.	64	55	0	127	78%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0.8	164	74%		Lok Sabha
1231	Ram Shankar Katheria	Elected	Sunday, May 18, 2014	In office	Second	Agra	Uttar Pradesh	Bharatiya Janata Party	Male	Doctorate	M.A., Ph.D.; Educated at Kanpur University, Uttar Pradesh	54	10	0	32	72%	This MP was a minister between Nov 2014 to 4 Jul, 2016. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 14th Aug, 2014 and from 18th Jul, 2016. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	36.8	1.4	174	80	63.5	1.2	124	86%		Lok Sabha
1232	Ram Swaroop Sharma	Elected	Sunday, May 18, 2014	In office	First	Mandi	Himachal Pradesh	Bharatiya Janata Party	Male	Matric	10th Class	60	20	0	61	85%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	40	2	186	90%		Lok Sabha
1233	Ram Tahal Choudhary	Elected	Sunday, May 18, 2014	In office	Fifth	Ranchi	Jharkhand	Bharatiya Janata Party	Male	Under Matric	Matriculate	77	81	0	624	96%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	87.5	6.6	436	86%		Lok Sabha
1234	Ram Vilas Paswan	Elected	Sunday, May 18, 2014	In office	Ninth	Hajipur	Bihar		Male	Post Graduate	M.A., LL.B., D.Litt (Honoris Causa) conferred by Bundelkhand University, Jhansi (Madhya Pradesh) ; Educated at Kosi College, Khagaria and Patna University, Patna (Bihar)	72	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1235	Rama Chandra Hansdah	Elected	Sunday, May 18, 2014	In office	First	Mayurbhanj	Odisha	Biju Janata Dal	Male	Professional Graduate	Professional Graduate	54	12	0	18	23%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	67.1	3.7	218	82%		Lok Sabha
1236	Rama Devi	Elected	Sunday, May 18, 2014	In office	Third	Sheohar	Bihar	Bharatiya Janata Party	Female	Professional Graduate	B.A., LL.B.; S.K.J.Law College, Bihar University, Muzaffarpur and Jaintpur College, Bihar University, Vaishali	69	131	6	581	97%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1237	Rama Kishore Singh	Elected	Sunday, May 18, 2014	In office	First	Vaishali	Bihar		Male	Graduate	Graduate	54	14	0	196	69%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1238	Ramachandran Mullappally	Elected	Sunday, May 18, 2014	In office	Seventh	Vadakara	Kerala	Indian National Congress	Male	Post Graduate	M.A., LL.B.; Educated at Government College, Madappally, Kerala University and Law College, Calicut, Kerala	74	162	15	646	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	142.5	4.7	424	77%		Lok Sabha
1239	Ramcharan Bohara	Elected	Sunday, May 18, 2014	In office	First	Jaipur	Rajasthan	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Higher Secondary	62	114	0	317	88%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	138.2	3.8	390	88%		Lok Sabha
1240	Ramdas Chandrabhanji Tadas	Elected	Sunday, May 18, 2014	In office	First	Wardha	Maharashtra	Bharatiya Janata Party	Male	Under Graduate	Undergraduate	65	49	0	492	82%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1241	Ramen Deka	Elected	Sunday, May 18, 2014	In office	Second	Mangaldoi	Assam	Bharatiya Janata Party	Male	Graduate	B.A.; Educated at Pragjyotish College under Guwahati University	65	32	0	97	88%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0.8	164	74%		Lok Sabha
1242	Ramesh Bais	Elected	Sunday, May 18, 2014	In office	Seventh	Raipur	Chhattisgarh	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Educated at B.S.E., Bhopal, Madhya Pradesh	71	1	0	5	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	27.1	0.1	226	83%		Lok Sabha
1243	Ramesh Bidhuri	Elected	Sunday, May 18, 2014	In office	First	South Delhi	Delhi	Bharatiya Janata Party	Male	Professional Graduate	B.Com., LL.B.	57	91	6	187	93%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	65.8	12.7	315	92%		Lok Sabha
1244	Ramesh Chandappa Jigajinagi	Elected	Sunday, May 18, 2014	In office	Fifth	Bijapur	Karnataka	Bharatiya Janata Party	Male	Post Graduate	M.A.; Educated at S.B.New Arts College, Bijapur , Karnataka	66	0	0	1	97%	This MP was appointed a minister in July 2016. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 11th May, 2016. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	35.4	1	137	80	28.8	0.1	195	79%		Lok Sabha
1245	Ramesh Chander Kaushik	Elected	Sunday, May 18, 2014	In office	First	Sonipat	Haryana	Bharatiya Janata Party	Male	Professional Graduate	B.A., LL.B.	62	18	1	239	100%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	60.6	3.1	262	85%		Lok Sabha
1246	Ramesh Pokhriyal Nishank	Elected	Sunday, May 18, 2014	In office	First	Hardwar	Uttarakhand	Bharatiya Janata Party	Male	Doctorate	M.A. Ph.D	59	123	23	389	87%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	43.6	6.3	135	90%		Lok Sabha
1247	Rameswar Teli	Elected	Sunday, May 18, 2014	In office	First	Dibrugarh	Assam	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Higher Secondary	48	78	0	92	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0.8	164	74%		Lok Sabha
1249	Ramsinhbhai Patalyabhai Rathwa	Elected	Sunday, May 18, 2014	In office	Third	Chhota Udaipur	Gujarat	Bharatiya Janata Party	Male	Post Diploma Course	S.S.C., Diploma in Painting, Post-Diploma in Graphic, short-term training course in Museology; Educated at Kawant English School, Chhota Udaipur, Faculty of Fine Arts, M.S. University, Baroda (Gujarat) and National Museum, New Delhi	67	30	0	501	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
