ID	MP Name	Nature of membership	Start of Term	End of Term	Number of terms	Constituency	State	Political party	Gender	Educational qualifications	Educational qualifications - details	Age	Debates	Private Member Bills	Questions	Attendance	Notes	National Debates average	National Private Member Bills average	National Questions average	National Attendance average	State's Debates average	State's Private Member Bills average	State Questions	State's Attendance average		House
1750	Pradeep Kumar Singh	Elected	Monday, May 18, 2009	In office		Araria	Bihar	Bharatiya Janata Party	Male	Matric	Bihar School Examination Board, Patna	49	6	0	166	71%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1751	Pradeep Tamta	Elected	Monday, May 18, 2009	In office		Almora	Uttarakhand	Indian National Congress	Male	Post Graduate	M.A, LL.B and B.Ed.; Educated at Kumaon University, Nainital, Uttarakhand	55	13	3	2	96%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	53	4.6	112	79%		Lok Sabha
1752	Praful Manoharbhai Patel	Elected	Monday, May 18, 2009	In office		Bhandara-Gondiya	Maharashtra	Nationalist Congress Party	Male	Graduate	B.Com.; Educated at University of Bombay, Mumbai, Maharashtra	57	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1753	Pralhad Venkatesh Joshi	Elected	Monday, May 18, 2009	In office		Dharwad	Karnataka	Bharatiya Janata Party	Male	Graduate	B.A.; Educated at K.S. Arts College, Hubli	51	69	0	632	75%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	21.2	0.2	350	68%		Lok Sabha
1754	Pranab Mukherjee	Elected	Monday, May 18, 2009	In office		Jangipur	West Bengal	Indian National Congress	Male	Post Graduate	M.A. (History), M.A. (Political Science), LL.B., D. Litt. (Honoris Causa); Educated at Vidyasagar College, Suri, Calcutta University, West Bengal	78	N/A	N/A	N/A	N/A	This MP was a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1755	Prasanna Kumar Patasani	Elected	Monday, May 18, 2009	In office		Bhubaneswar	Orissa	Biju Janata Dal	Male	Doctorate	M.A., LL.B., MSCI, Ph.D. (Honorary), D. Litt. (Utkal), D.Sc. (Swiss); Educated at Utkal University, Bhubaneswar (Orissa), Madhusudan Law College, Cuttack (Orissa), Maharshi Institute of Creative Intelligence, Rishikesh (Uttar Pradesh), Sheelsburg (Switzer	67	58	0	139	82%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	35	0.9	382	74%		Lok Sabha
1756	Prasanta Kumar Majumdar	Elected	Monday, May 18, 2009	In office		Balurghat	West Bengal	Revolutionary Socialist Party	Male	Post Graduate	M.A. (Economics); Educated at Guwahati University, Assam	73	138	2	468	76%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.5	0.8	175	72%		Lok Sabha
518093	Prasun Banerjee	Elected	Monday, August 5, 2013	In office		Howrah	West Bengal	All India Trinamool Congress	Male	Information not available	Information not available	62	0	0	0	60%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	43	0	35	76%	4.5	0	17	72%		Lok Sabha
1758	Pratibha Singh	Elected	Monday, August 5, 2013	In office		Mandi	Himachal Pradesh	Indian National Congress	Female	Graduate	Graduate; Educated at Government College for Women, Sector-II, Chandigarh	57	1	0	8	100%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	4.3	0	35	76%	11.6	0	46	92%		Lok Sabha
1759	Pratik Prakashbapu Patil	Elected	Monday, May 18, 2009	In office		Sangli	Maharashtra	Indian National Congress	Male	Diploma Course	Intermediate, Diploma in Automobile Engineering; Educated at Padmabhushan Vasant Dada Patil Institute of Technology, Budhgaon, District Sangli	40	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1760	Praveen Singh Aron	Elected	Monday, May 18, 2009	In office		Bareilly	Uttar Pradesh	Indian National Congress	Male	Graduate	B.A., LL.B.; Educated at Rohilkhand Vishwa Vidyalay and Rohilkhand University, Bareilly, Uttar Pradesh	54	6	0	12	66%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1761	Prem Das Rai	Elected	Monday, May 18, 2009	In office		Sikkim	Sikkim	Sikkim Democratic Front	Male	Graduate	B.Tech. (Chemical) and P.G.D.M.; Educated at IIT, Kanpur and IIM Ahmedabad, Gujarat	59	70	1	180	87%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	70	1	180	87%		Lok Sabha
1762	Premchandra Guddu	Elected	Monday, May 18, 2009	In office		Ujjain	Madhya Pradesh	Indian National Congress	Male	Inter/ Higher Secondary		53	21	0	257	79%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	46.6	0.4	233	82%		Lok Sabha
1763	Premdas Katheria	Elected	Monday, May 18, 2009	In office		Etawah	Uttar Pradesh	Samajwadi Party	Male	Graduate	B.Ed.; Educated at Kanpur University, Kanpur	49	54	0	156	92%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1764	Preneet Kaur	Elected	Monday, May 18, 2009	In office		Patiala	Punjab	Indian National Congress	Female	Graduate	B.A., T.T.C.; Educated at St. Bedes College and Convent of Jesus and Mary College, Shimla, Himachal Pradesh	69	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1765	Priya Sunil Dutt	Elected	Monday, May 18, 2009	In office		Mumbai-North-Central	Maharashtra	Indian National Congress	Female	Post Graduate	B.A.. (Sociology) Post-Grauduate (TV Production); Educated at Sophia College, Bombay University, Mumbai (Maharashtra) and Centre for Media Arts, New York City (U.S.A.)	47	14	3	161	58%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1766	Pulin Bihari Baske	Elected	Monday, May 18, 2009	In office		Jhargram	West Bengal	Communist Party of India (Marxist)	Male	Graduate	M.B.B.S.; Educated at Kolkata Medical College, West Bengal	45	42	0	84	92%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.5	0.8	175	72%		Lok Sabha
1767	Purnmasi Ram	Elected	Monday, May 18, 2009	In office		Gopalganj	Bihar	Janata Dal (United)	Male	Matric	Educated at Hindi Vidyapeeth Deoghar	64	25	0	656	86%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1768	Putul Kumari	Elected	Friday, November 26, 2010	In office		Banka	Bihar	Independent	Female	Post Graduate	M.A. (Hindi), Educated at Patna University, Bihar	55	49	0	118	88%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	25.7	0.5	207	76%	30	0.4	229	87%		Lok Sabha
1769	R. Thamaraiselvan	Elected	Monday, May 18, 2009	In office		Dharmapuri	Tamil Nadu	Dravida Munnetra Kazhagam	Male	Graduate	B.Sc., B.L.; Educated at (i) Govt. Arts College, Dharmapuri and (ii) Govt. Law College, Trichy	50	112	3	740	80%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	47.2	0.4	398	69%		Lok Sabha
1770	R.K. Singh Patel	Elected	Monday, May 18, 2009	In office		Banda	Uttar Pradesh	Samajwadi Party	Male	Graduate	B.A.; Educated at University of Allahabad, Uttar Pradesh	54	45	0	198	81%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1771	Radha Mohan Singh	Elected	Monday, May 18, 2009	In office		Purvi Champaran	Bihar	Bharatiya Janata Party	Male	Graduate	B.A.; Educated at M.S. College, Bihar University, Motihari, Bihar	64	43	0	560	84%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1772	Radhe Mohan Singh	Elected	Monday, May 18, 2009	In office		Ghazipur	Uttar Pradesh	Samajwadi Party	Male	Graduate	B.A. (Hons.), History; Educated at Lalit Narayan Mithila University, Darbhanga	46	17	0	162	76%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1773	Raghavendra Yeddyurappa	Elected	Monday, May 18, 2009	In office		Shimoga	Karnataka	Bharatiya Janata Party	Male	Graduate	B.B.M.; Educated at A.T.N.C.C., Shivamogga, Karnataka	40	2	0	128	50%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	21.2	0.2	350	68%		Lok Sabha
1774	Raghuvansh Prasad Singh	Elected	Monday, May 18, 2009	In office		Vaishali	Bihar	Rashtriya Janata Dal	Male	Doctorate	M.Sc., Ph.D. (Maths); Educated at Rajendra College, L.S. College and Bihar University, Muzaffarpur (Bihar)	67	179	5	508	97%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1775	Raghuvir Singh Meena	Elected	Monday, May 18, 2009	In office		Udaipur	Rajasthan	Indian National Congress	Male	Graduate	B.A.; Educated at Vardhman Mahavir Vishvavidhalaya, Rajasthan	55	12	0	125	84%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	51.5	1	304	88%		Lok Sabha
1776	Rahul Gandhi	Elected	Monday, May 18, 2009	In office		Amethi	Uttar Pradesh	Indian National Congress	Male	Post Graduate	M.Phil. (Development Economics); Educated at Trinity College, Cambridge University (UK) .	43	2	0	0	43%	Complete attendance for this MP is not available (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1777	Raj Babbar	Elected	Tuesday, November 10, 2009	In office		Firozabad	Uttar Pradesh	Indian National Congress	Male	Graduate	Graduate in Theatre; Educated at National School of Drama, New Delhi	61	3	0	10	72%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	34.3	0.7	285	76%	39.7	0.4	243	79%		Lok Sabha
1778	Raj Kumari Chauhan	Elected	Monday, May 18, 2009	In office		Aligarh	Uttar Pradesh	Bahujan Samaj Party	Female	Inter/ Higher Secondary	Educated at Janta Inter College, Chlerat, Aligarh, U.P.	45	1	0	22	85%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1779	Raja Ram Pal	Elected	Monday, May 18, 2009	In office		Akbarpur	Uttar Pradesh	Indian National Congress	Male	Graduate	B.A., LL.B; Educated at D.A.V. College, Kanpur (Uttar Pradesh)	53	54	0	0	91%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1780	Rajagopal Lagadapati	Elected	Monday, May 18, 2009	In office		Vijayawada	Andhra Pradesh	Indian National Congress	Male	Graduate	B. Tech. (Mechanical); Educated at Loyola Public School Guntur and Siddhartha Engineering College, Vijayawada	50	21	12	538	68%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.5	0.8	299	76%	20.1	0.4	338	68%		Lok Sabha
1781	Rajaiah Siricilla	Elected	Monday, May 18, 2009	In office		Warangal	Andhra Pradesh	Indian National Congress	Male	Graduate	B.Sc. (Agriculture); Educated at Acharya N.G. Ranga Agricultural University, Hyderabad, Andhra Pradesh	60	40	0	806	84%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1782	Rajan Sushant	Elected	Monday, May 18, 2009	In office		Kangra	Himachal Pradesh	Bharatiya Janata Party	Male	Doctorate	GAMS, B.A., LL.B.; Dayanand Ayurvedic College Jalandhar (Punjab), H.P. University, Shimla and P.B. University, Chandigarh	58	70	1	54	90%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	86.3	0.6	337	92%		Lok Sabha
1783	Rajen Gohain	Elected	Monday, May 18, 2009	In office		Nawgong	Assam	Bharatiya Janata Party	Male	Graduate	B.A., LL.B.; Educated at Anandaram Dhekial Phukan College, Nagaon and Jalukbari, Gauhati University, Guwahati (Assam)	63	8	0	87	53%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	22.1	0.5	83	80%		Lok Sabha
1784	Rajendra Agrawal	Elected	Monday, May 18, 2009	In office		Meerut	Uttar Pradesh	Bharatiya Janata Party	Male	Post Graduate	M.Sc. (Physics); Educated at M.M. (P.G.) College, Modi Nagar, Ghaziabad	64	172	2	366	99%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1785	Rajendrasinh Ghanshyamsinh Rana (Raju Rana)	Elected	Monday, May 18, 2009	In office		Bhavnagar	Gujarat	Bharatiya Janata Party	Male	Graduate	B.Com., LL.B.; Educated at Saurashtra University, Bhavnagar (Gujarat)	57	2	0	32	79%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	41	1.4	382	76%		Lok Sabha
1786	Rajesh Nandini Singh	Elected	Monday, May 18, 2009	In office		Shahdol	Madhya Pradesh	Indian National Congress	Female	Graduate	B.Sc.; Educated from Ravi Shankar Vishwa Vidhayalaya,; Raipur, Chhattisgarh	56	1	0	1	84%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	46.6	0.4	233	82%		Lok Sabha
1787	Rajiv Ranjan (Lalan) Singh	Elected	Monday, May 18, 2009	In office		Munger	Bihar	Janata Dal (United)	Male	Graduate	B.A. (Hons.); Educated at T.N.B. College, Bhagalpur University, Bihar	59	12	0	579	93%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1788	Rajnath Singh	Elected	Monday, May 18, 2009	In office		Ghaziabad	Uttar Pradesh	Bharatiya Janata Party	Male	Post Graduate	M.Sc. (Physics); Educated at Gorakhpur University, Uttar Pradesh	62	14	0	33	77%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1789	Raju Shetti	Elected	Monday, May 18, 2009	In office		Hatkanangle	Maharashtra	Swabhimani Paksha	Male	Diploma Course	D.M.E.; Educated at J. J. Magdum Polytechnic, Jaysingpur, Distt. Kolhapur, Maharashtra	46	43	1	324	74%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1790	Rakesh Pandey	Elected	Monday, May 18, 2009	In office		Ambedkar Nagar	Uttar Pradesh	Bahujan Samaj Party	Male	Matric		61	11	0	20	85%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1791	Rakesh Sachan	Elected	Monday, May 18, 2009	In office		Fatehpur	Uttar Pradesh	Samajwadi Party	Male	Post Graduate	M.A. (Economics), LL.B; Educated at Kanpur University	49	50	0	34	85%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1792	Rakesh Singh	Elected	Monday, May 18, 2009	In office		Jabalpur	Madhya Pradesh	Bharatiya Janata Party	Male	Graduate	B.Sc.; Educated at Government Science College, Jabalpur	51	53	4	432	77%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	46.6	0.4	233	82%		Lok Sabha
1793	Ram Chandra Dome	Elected	Monday, May 18, 2009	In office		Bolpur	West Bengal	Communist Party of India (Marxist)	Male	Graduate	M.B.B.S.; Educated at N.R.S. Medical College and Hospital, Calcutta, West Bengal	55	54	0	80	83%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.5	0.8	175	72%		Lok Sabha
1794	Ram Singh Kaswan	Elected	Monday, May 18, 2009	In office		Churu	Rajasthan	Bharatiya Janata Party	Male	Graduate	B.A., LL.B.; Educated at Doonger College, Bikaner and Rajasthan University, Jaipur, Rajasthan	68	76	0	327	93%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	51.5	1	304	88%		Lok Sabha
1795	Ram Sundar Das	Elected	Monday, May 18, 2009	In office		Hajipur	Bihar	Janata Dal (United)	Male	Matric	Educated at S.P.S., Sonpur, Distt. Saran, Bihar and Vidyasagar College, Calcutta (left College to join Freedoom Movement)	93	0	0	407	89%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1796	Rama Devi	Elected	Monday, May 18, 2009	In office		Sheohar	Bihar	Bharatiya Janata Party	Female	Graduate	B.A., LL.B.; S.K.J.Law College, Bihar University, Muzaffarpur and Jaintpur College, Bihar University, Vaishali	64	84	0	627	88%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1797	Ramachandran Mullappally	Elected	Monday, May 18, 2009	In office		Vadakara	Kerala	Indian National Congress	Male	Post Graduate	M.A., LL.B.; Educated at Government College, Madappally, Kerala University and Law College, Calicut, Kerala	69	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1798	Ramakant Yadav	Elected	Monday, May 18, 2009	In office		Azamgarh	Uttar Pradesh	Bharatiya Janata Party	Male	Matric	Educated at High School, Amvari, Distt. Azamgarh, Uttar Pradesh	56	0	0	0	50%	Complete attendance for this MP is not available (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1799	Ramashankar Rajbhar	Elected	Monday, May 18, 2009	In office		Salempur	Uttar Pradesh	Bahujan Samaj Party	Male	Graduate	Educated at Gorakhpur University, Gorakhpur (Uttar Pradesh)	54	80	0	227	95%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1800	Ramen Deka	Elected	Monday, May 18, 2009	In office		Mangaldoi	Assam	Bharatiya Janata Party	Male	Graduate	B.A.; Educated at Pragjyotish College under Guwahati University	59	62	2	178	83%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	22.1	0.5	83	80%		Lok Sabha
1801	Ramesh Bais	Elected	Monday, May 18, 2009	In office		Raipur	Chhattisgarh	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Educated at B.S.E., Bhopal, Madhya Pradesh	66	11	0	297	92%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	13.6	0.5	183	60%		Lok Sabha
1802	Ramesh Chandappa Jigajinagi	Elected	Monday, May 18, 2009	In office		Bijapur	Karnataka	Bharatiya Janata Party	Male	Post Graduate	M.A.; Educated at S.B.New Arts College, Bijapur , Karnataka	61	0	0	20	84%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	21.2	0.2	350	68%		Lok Sabha
1803	Ramesh Kumar	Elected	Monday, May 18, 2009	In office		South Delhi	Delhi	Indian National Congress	Male	Matric		58	0	0	0	100%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	32	5.6	296	84%		Lok Sabha
1804	Ramesh Rathod	Elected	Monday, May 18, 2009	In office		Adilabad	Andhra Pradesh	Telugu Desam Party	Male	Graduate	B.A.; Educated at Govt. Degree College, Adilabad	47	10	0	290	52%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1805	Ramkishun	Elected	Monday, May 18, 2009	In office		Chandauli	Uttar Pradesh	Samajwadi Party	Male	Graduate	B.A., B.Ed. and Post Graduate Diploma in Marketing and Finance	57	117	0	490	82%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1806	Ramshankar	Elected	Monday, May 18, 2009	In office		Agra	Uttar Pradesh	Bharatiya Janata Party	Male	Doctorate	M.A., Ph.D.; Educated at Kanpur University, Uttar Pradesh	49	62	1	235	73%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1807	Ramsinhbhai Patalyabhai Rathwa	Elected	Monday, May 18, 2009	In office		Chhota Udaipur	Gujarat	Bharatiya Janata Party	Male	Post Diploma Course	S.S.C., Diploma in Painting, Post-Diploma in Graphic, short-term training course in Museology; Educated at Kawant English School, Chhota Udaipur, Faculty of Fine Arts, M.S. University, Baroda (Gujarat) and National Museum, New Delhi	62	31	0	763	74%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	41	1.4	382	76%		Lok Sabha
1808	Ramya Divya Spandana	Elected	Monday, August 26, 2013	In office		Mandya	Karnataka	Indian National Congress	Female	Inter/ Higher Secondary	Inter/Higher Secondary, B.Com. (1st Year) St. Joseph's College of Commerce, Banglore	31	1	0	0	81%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	3.5	0	23	76%	2.7	0	31	68%		Lok Sabha
